order_id,order_date,customer_name,city,state,segment,product_name,category,quantity,price,sales_amount,ship_date,delivery_date,delivery_status
194,2025-08-16,"Lisa Smith","Port Marie",Nebraska,Wholesale,Printer,Electronics,5,40133.00,200665.00,2025-08-18,2025-08-22,"In Transit"
195,2025-12-18,"Chloe King","Port Andrewmouth","South Dakota",Retail,Notebook,Office,5,2605.00,13025.00,2025-12-21,2025-12-24,Delivered
196,2025-08-26,"Breanna Holland","East Katelyn","New Jersey",Online,Bookshelf,Furniture,2,16782.00,33564.00,2025-08-29,2025-09-04,"In Transit"
196,2025-08-26,"Breanna Holland","East Katelyn","New Jersey",Online,Calculator,Office,3,536.00,1608.00,2025-08-29,2025-09-04,"In Transit"
196,2025-08-26,"Breanna Holland","East Katelyn","New Jersey",Online,Printer,Electronics,2,40133.00,80266.00,2025-08-29,2025-09-04,"In Transit"
197,2025-10-12,"Richard Gonzales","New Matthew",Texas,Retail,Jeans,Clothing,1,2876.00,2876.00,2025-10-14,2025-10-21,"In Transit"
197,2025-10-12,"Richard Gonzales","New Matthew",Texas,Retail,Desk,Furniture,4,28175.00,112700.00,2025-10-14,2025-10-21,"In Transit"
198,2025-08-11,"Robert Ford",Dianeside,Delaware,Wholesale,T-Shirt,Clothing,1,4355.00,4355.00,2025-08-12,2025-08-17,Delivered
199,2025-11-23,"Robert Ford",Dianeside,Delaware,Wholesale,Webcam,Electronics,5,32674.00,163370.00,2025-11-25,2025-11-28,Delivered
199,2025-11-23,"Robert Ford",Dianeside,Delaware,Wholesale,Table,Furniture,4,2897.00,11588.00,2025-11-25,2025-11-28,Delivered
200,2025-09-21,"Sarah Sanders","East Michellefurt",Pennsylvania,Corporate,Printer,Electronics,3,40133.00,120399.00,2025-09-22,2025-09-26,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,Monitor,Electronics,4,32830.00,131320.00,2025-08-07,2025-08-14,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,T-Shirt,Clothing,3,4355.00,13065.00,2025-08-07,2025-08-14,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,Notebook,Office,3,2605.00,7815.00,2025-08-07,2025-08-14,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,Router,Electronics,5,13826.00,69130.00,2025-08-07,2025-08-14,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,Pen,Office,2,754.00,1508.00,2025-08-07,2025-08-14,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,Table,Furniture,2,24626.00,49252.00,2025-08-07,2025-08-14,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,Monitor,Electronics,4,32830.00,131320.00,2025-08-08,2025-08-15,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,T-Shirt,Clothing,3,4355.00,13065.00,2025-08-08,2025-08-15,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,Notebook,Office,3,2605.00,7815.00,2025-08-08,2025-08-15,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,Router,Electronics,5,13826.00,69130.00,2025-08-08,2025-08-15,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,Pen,Office,2,754.00,1508.00,2025-08-08,2025-08-15,"In Transit"
201,2025-08-04,"Lauren Scott",Travischester,Alaska,Corporate,Table,Furniture,2,24626.00,49252.00,2025-08-08,2025-08-15,"In Transit"
202,2025-11-01,"Danielle Berger DDS",Jessicaview,Mississippi,Wholesale,Monitor,Electronics,4,31582.00,126328.00,2025-11-05,2025-11-09,Delivered
202,2025-11-01,"Danielle Berger DDS",Jessicaview,Mississippi,Wholesale,Calculator,Office,4,1893.00,7572.00,2025-11-05,2025-11-09,Delivered
202,2025-11-01,"Danielle Berger DDS",Jessicaview,Mississippi,Wholesale,Printer,Electronics,5,6494.00,32470.00,2025-11-05,2025-11-09,Delivered
202,2025-11-01,"Danielle Berger DDS",Jessicaview,Mississippi,Wholesale,Laptop,Electronics,2,31776.00,63552.00,2025-11-05,2025-11-09,Delivered
202,2025-11-01,"Danielle Berger DDS",Jessicaview,Mississippi,Wholesale,Monitor,Electronics,4,31582.00,126328.00,2025-11-02,2025-11-04,Delivered
202,2025-11-01,"Danielle Berger DDS",Jessicaview,Mississippi,Wholesale,Calculator,Office,4,1893.00,7572.00,2025-11-02,2025-11-04,Delivered
202,2025-11-01,"Danielle Berger DDS",Jessicaview,Mississippi,Wholesale,Printer,Electronics,5,6494.00,32470.00,2025-11-02,2025-11-04,Delivered
202,2025-11-01,"Danielle Berger DDS",Jessicaview,Mississippi,Wholesale,Laptop,Electronics,2,31776.00,63552.00,2025-11-02,2025-11-04,Delivered
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Calculator,Office,4,536.00,2144.00,2025-09-30,2025-10-05,Delivered
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Pen,Office,5,754.00,3770.00,2025-09-30,2025-10-05,Delivered
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Desk,Furniture,3,2605.00,7815.00,2025-09-30,2025-10-05,Delivered
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Calculator,Office,1,1935.00,1935.00,2025-09-30,2025-10-05,Delivered
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Table,Furniture,4,2897.00,11588.00,2025-09-30,2025-10-05,Delivered
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Laptop,Electronics,2,44436.00,88872.00,2025-09-30,2025-10-05,Delivered
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Calculator,Office,4,536.00,2144.00,2025-10-02,2025-10-04,"In Transit"
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Pen,Office,5,754.00,3770.00,2025-10-02,2025-10-04,"In Transit"
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Desk,Furniture,3,2605.00,7815.00,2025-10-02,2025-10-04,"In Transit"
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Calculator,Office,1,1935.00,1935.00,2025-10-02,2025-10-04,"In Transit"
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Table,Furniture,4,2897.00,11588.00,2025-10-02,2025-10-04,"In Transit"
203,2025-09-28,"Leah Lewis",Andersonshire,Utah,Wholesale,Laptop,Electronics,2,44436.00,88872.00,2025-10-02,2025-10-04,"In Transit"
204,2025-12-23,"Andres Bailey",Amandaside,Pennsylvania,Corporate,Jeans,Clothing,1,2876.00,2876.00,2025-12-26,2025-12-31,Delivered
204,2025-12-23,"Andres Bailey",Amandaside,Pennsylvania,Corporate,Table,Furniture,1,25502.00,25502.00,2025-12-26,2025-12-31,Delivered
204,2025-12-23,"Andres Bailey",Amandaside,Pennsylvania,Corporate,Jacket,Clothing,5,3850.00,19250.00,2025-12-26,2025-12-31,Delivered
204,2025-12-23,"Andres Bailey",Amandaside,Pennsylvania,Corporate,Bookshelf,Furniture,2,16782.00,33564.00,2025-12-26,2025-12-31,Delivered
204,2025-12-23,"Andres Bailey",Amandaside,Pennsylvania,Corporate,Router,Electronics,1,13826.00,13826.00,2025-12-26,2025-12-31,Delivered
204,2025-12-23,"Andres Bailey",Amandaside,Pennsylvania,Corporate,Jeans,Clothing,1,2876.00,2876.00,2025-12-25,2025-12-31,Delivered
204,2025-12-23,"Andres Bailey",Amandaside,Pennsylvania,Corporate,Table,Furniture,1,25502.00,25502.00,2025-12-25,2025-12-31,Delivered
204,2025-12-23,"Andres Bailey",Amandaside,Pennsylvania,Corporate,Jacket,Clothing,5,3850.00,19250.00,2025-12-25,2025-12-31,Delivered
204,2025-12-23,"Andres Bailey",Amandaside,Pennsylvania,Corporate,Bookshelf,Furniture,2,16782.00,33564.00,2025-12-25,2025-12-31,Delivered
204,2025-12-23,"Andres Bailey",Amandaside,Pennsylvania,Corporate,Router,Electronics,1,13826.00,13826.00,2025-12-25,2025-12-31,Delivered
205,2025-12-15,"David Leonard",Dawsonfurt,"South Dakota",Corporate,Pen,Office,3,754.00,2262.00,2025-12-17,2025-12-20,Delivered
205,2025-12-15,"David Leonard",Dawsonfurt,"South Dakota",Corporate,Jeans,Clothing,5,3609.00,18045.00,2025-12-17,2025-12-20,Delivered
205,2025-12-15,"David Leonard",Dawsonfurt,"South Dakota",Corporate,Router,Electronics,1,13826.00,13826.00,2025-12-17,2025-12-20,Delivered
205,2025-12-15,"David Leonard",Dawsonfurt,"South Dakota",Corporate,Shoes,Clothing,4,1083.00,4332.00,2025-12-17,2025-12-20,Delivered
205,2025-12-15,"David Leonard",Dawsonfurt,"South Dakota",Corporate,Pen,Office,3,754.00,2262.00,2025-12-18,2025-12-23,"In Transit"
205,2025-12-15,"David Leonard",Dawsonfurt,"South Dakota",Corporate,Jeans,Clothing,5,3609.00,18045.00,2025-12-18,2025-12-23,"In Transit"
205,2025-12-15,"David Leonard",Dawsonfurt,"South Dakota",Corporate,Router,Electronics,1,13826.00,13826.00,2025-12-18,2025-12-23,"In Transit"
205,2025-12-15,"David Leonard",Dawsonfurt,"South Dakota",Corporate,Shoes,Clothing,4,1083.00,4332.00,2025-12-18,2025-12-23,"In Transit"
206,2025-09-10,"Melissa Richmond","North Jose",Wisconsin,Wholesale,"File Folder",Office,3,1388.00,4164.00,2025-09-13,2025-09-18,"In Transit"
206,2025-09-10,"Melissa Richmond","North Jose",Wisconsin,Wholesale,Calculator,Office,5,1935.00,9675.00,2025-09-13,2025-09-18,"In Transit"
206,2025-09-10,"Melissa Richmond","North Jose",Wisconsin,Wholesale,Monitor,Electronics,4,31582.00,126328.00,2025-09-13,2025-09-18,"In Transit"
206,2025-09-10,"Melissa Richmond","North Jose",Wisconsin,Wholesale,Notebook,Office,2,516.00,1032.00,2025-09-13,2025-09-18,"In Transit"
206,2025-09-10,"Melissa Richmond","North Jose",Wisconsin,Wholesale,"File Folder",Office,3,1388.00,4164.00,2025-09-14,2025-09-16,"In Transit"
206,2025-09-10,"Melissa Richmond","North Jose",Wisconsin,Wholesale,Calculator,Office,5,1935.00,9675.00,2025-09-14,2025-09-16,"In Transit"
206,2025-09-10,"Melissa Richmond","North Jose",Wisconsin,Wholesale,Monitor,Electronics,4,31582.00,126328.00,2025-09-14,2025-09-16,"In Transit"
206,2025-09-10,"Melissa Richmond","North Jose",Wisconsin,Wholesale,Notebook,Office,2,516.00,1032.00,2025-09-14,2025-09-16,"In Transit"
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,T-Shirt,Clothing,2,4519.00,9038.00,2025-10-07,2025-10-10,"In Transit"
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,Sofa,Furniture,5,24014.00,120070.00,2025-10-07,2025-10-10,"In Transit"
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,Calculator,Office,1,1935.00,1935.00,2025-10-07,2025-10-10,"In Transit"
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,Calculator,Office,5,1893.00,9465.00,2025-10-07,2025-10-10,"In Transit"
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,Monitor,Electronics,3,18964.00,56892.00,2025-10-07,2025-10-10,"In Transit"
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,Desk,Furniture,4,28175.00,112700.00,2025-10-07,2025-10-10,"In Transit"
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,T-Shirt,Clothing,2,4519.00,9038.00,2025-10-08,2025-10-10,Delivered
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,Sofa,Furniture,5,24014.00,120070.00,2025-10-08,2025-10-10,Delivered
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,Calculator,Office,1,1935.00,1935.00,2025-10-08,2025-10-10,Delivered
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,Calculator,Office,5,1893.00,9465.00,2025-10-08,2025-10-10,Delivered
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,Monitor,Electronics,3,18964.00,56892.00,2025-10-08,2025-10-10,Delivered
207,2025-10-05,"Dawn Garcia",Johnsontown,Mississippi,Retail,Desk,Furniture,4,28175.00,112700.00,2025-10-08,2025-10-10,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Table,Furniture,1,2897.00,2897.00,2025-08-14,2025-08-21,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Router,Electronics,5,13826.00,69130.00,2025-08-14,2025-08-21,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Bookshelf,Furniture,5,16157.00,80785.00,2025-08-14,2025-08-21,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Monitor,Electronics,3,32830.00,98490.00,2025-08-14,2025-08-21,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Monitor,Electronics,4,31582.00,126328.00,2025-08-14,2025-08-21,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Bookshelf,Furniture,5,3043.00,15215.00,2025-08-14,2025-08-21,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Table,Furniture,1,2897.00,2897.00,2025-08-16,2025-08-21,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Router,Electronics,5,13826.00,69130.00,2025-08-16,2025-08-21,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Bookshelf,Furniture,5,16157.00,80785.00,2025-08-16,2025-08-21,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Monitor,Electronics,3,32830.00,98490.00,2025-08-16,2025-08-21,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Monitor,Electronics,4,31582.00,126328.00,2025-08-16,2025-08-21,Delivered
208,2025-08-13,"Nicole Rasmussen","Port Timothyshire",Washington,Wholesale,Bookshelf,Furniture,5,3043.00,15215.00,2025-08-16,2025-08-21,Delivered
209,2026-01-15,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Calculator,Office,2,1935.00,3870.00,2026-01-16,2026-01-23,"In Transit"
209,2026-01-15,"Kimberly Simon",Luceroshire,Michigan,Wholesale,T-Shirt,Clothing,2,4355.00,8710.00,2026-01-16,2026-01-23,"In Transit"
209,2026-01-15,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Calculator,Office,5,536.00,2680.00,2026-01-16,2026-01-23,"In Transit"
209,2026-01-15,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Calculator,Office,4,536.00,2144.00,2026-01-16,2026-01-23,"In Transit"
209,2026-01-15,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Bookshelf,Furniture,1,26374.00,26374.00,2026-01-16,2026-01-23,"In Transit"
209,2026-01-15,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Calculator,Office,2,1935.00,3870.00,2026-01-18,2026-01-21,Delivered
209,2026-01-15,"Kimberly Simon",Luceroshire,Michigan,Wholesale,T-Shirt,Clothing,2,4355.00,8710.00,2026-01-18,2026-01-21,Delivered
209,2026-01-15,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Calculator,Office,5,536.00,2680.00,2026-01-18,2026-01-21,Delivered
209,2026-01-15,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Calculator,Office,4,536.00,2144.00,2026-01-18,2026-01-21,Delivered
209,2026-01-15,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Bookshelf,Furniture,1,26374.00,26374.00,2026-01-18,2026-01-21,Delivered
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Router,Electronics,4,6575.00,26300.00,2025-08-19,2025-08-22,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Desk,Furniture,1,2605.00,2605.00,2025-08-19,2025-08-22,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Laptop,Electronics,3,36605.00,109815.00,2025-08-19,2025-08-22,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Pen,Office,1,754.00,754.00,2025-08-19,2025-08-22,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Laptop,Electronics,5,20927.00,104635.00,2025-08-19,2025-08-22,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Monitor,Electronics,4,37050.00,148200.00,2025-08-19,2025-08-22,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,"File Folder",Office,4,1388.00,5552.00,2025-08-19,2025-08-22,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,T-Shirt,Clothing,5,4355.00,21775.00,2025-08-19,2025-08-22,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Router,Electronics,4,6575.00,26300.00,2025-08-22,2025-08-24,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Desk,Furniture,1,2605.00,2605.00,2025-08-22,2025-08-24,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Laptop,Electronics,3,36605.00,109815.00,2025-08-22,2025-08-24,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Pen,Office,1,754.00,754.00,2025-08-22,2025-08-24,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Laptop,Electronics,5,20927.00,104635.00,2025-08-22,2025-08-24,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,Monitor,Electronics,4,37050.00,148200.00,2025-08-22,2025-08-24,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,"File Folder",Office,4,1388.00,5552.00,2025-08-22,2025-08-24,"In Transit"
210,2025-08-18,"Matthew Alvarez","West Juliestad",Indiana,Online,T-Shirt,Clothing,5,4355.00,21775.00,2025-08-22,2025-08-24,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Cap,Clothing,4,4591.00,18364.00,2025-12-05,2025-12-08,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,"Office Chair",Furniture,2,10869.00,21738.00,2025-12-05,2025-12-08,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Mouse,Electronics,1,29816.00,29816.00,2025-12-05,2025-12-08,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Monitor,Electronics,3,37050.00,111150.00,2025-12-05,2025-12-08,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Bookshelf,Furniture,2,26374.00,52748.00,2025-12-05,2025-12-08,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Table,Furniture,1,25502.00,25502.00,2025-12-05,2025-12-08,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Bookshelf,Furniture,2,3043.00,6086.00,2025-12-05,2025-12-08,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Cap,Clothing,4,4591.00,18364.00,2025-12-03,2025-12-10,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,"Office Chair",Furniture,2,10869.00,21738.00,2025-12-03,2025-12-10,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Mouse,Electronics,1,29816.00,29816.00,2025-12-03,2025-12-10,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Monitor,Electronics,3,37050.00,111150.00,2025-12-03,2025-12-10,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Bookshelf,Furniture,2,26374.00,52748.00,2025-12-03,2025-12-10,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Table,Furniture,1,25502.00,25502.00,2025-12-03,2025-12-10,"In Transit"
211,2025-12-01,"Steven Hester","South Mikayla",Maryland,Online,Bookshelf,Furniture,2,3043.00,6086.00,2025-12-03,2025-12-10,"In Transit"
212,2026-01-21,"Mr. Austin Lewis DDS","Port Matthew",Utah,Retail,"File Folder",Office,4,2608.00,10432.00,2026-01-24,2026-01-29,Delivered
212,2026-01-21,"Mr. Austin Lewis DDS","Port Matthew",Utah,Retail,Printer,Electronics,1,51244.00,51244.00,2026-01-24,2026-01-29,Delivered
212,2026-01-21,"Mr. Austin Lewis DDS","Port Matthew",Utah,Retail,Shoes,Clothing,1,2927.00,2927.00,2026-01-24,2026-01-29,Delivered
212,2026-01-21,"Mr. Austin Lewis DDS","Port Matthew",Utah,Retail,"File Folder",Office,4,2608.00,10432.00,2026-01-24,2026-01-31,Delivered
212,2026-01-21,"Mr. Austin Lewis DDS","Port Matthew",Utah,Retail,Printer,Electronics,1,51244.00,51244.00,2026-01-24,2026-01-31,Delivered
212,2026-01-21,"Mr. Austin Lewis DDS","Port Matthew",Utah,Retail,Shoes,Clothing,1,2927.00,2927.00,2026-01-24,2026-01-31,Delivered
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Printer,Electronics,4,40133.00,160532.00,2025-12-31,2026-01-03,Delivered
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Cap,Clothing,4,2150.00,8600.00,2025-12-31,2026-01-03,Delivered
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Jeans,Clothing,2,3609.00,7218.00,2025-12-31,2026-01-03,Delivered
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Pen,Office,3,754.00,2262.00,2025-12-31,2026-01-03,Delivered
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Router,Electronics,2,13826.00,27652.00,2025-12-31,2026-01-03,Delivered
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Keyboard,Electronics,3,33776.00,101328.00,2025-12-31,2026-01-03,Delivered
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Bookshelf,Furniture,4,16782.00,67128.00,2025-12-31,2026-01-03,Delivered
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Printer,Electronics,4,40133.00,160532.00,2025-12-28,2026-01-01,"In Transit"
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Cap,Clothing,4,2150.00,8600.00,2025-12-28,2026-01-01,"In Transit"
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Jeans,Clothing,2,3609.00,7218.00,2025-12-28,2026-01-01,"In Transit"
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Pen,Office,3,754.00,2262.00,2025-12-28,2026-01-01,"In Transit"
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Router,Electronics,2,13826.00,27652.00,2025-12-28,2026-01-01,"In Transit"
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Keyboard,Electronics,3,33776.00,101328.00,2025-12-28,2026-01-01,"In Transit"
213,2025-12-27,"Stephen Graham",Tiffanyland,Minnesota,Wholesale,Bookshelf,Furniture,4,16782.00,67128.00,2025-12-28,2026-01-01,"In Transit"
214,2025-10-29,"Joseph Peters",Hernandezland,"New Hampshire",Online,Desk,Furniture,5,28175.00,140875.00,2025-10-31,2025-11-05,Delivered
214,2025-10-29,"Joseph Peters",Hernandezland,"New Hampshire",Online,Desk,Furniture,1,4833.00,4833.00,2025-10-31,2025-11-05,Delivered
214,2025-10-29,"Joseph Peters",Hernandezland,"New Hampshire",Online,Monitor,Electronics,4,17786.00,71144.00,2025-10-31,2025-11-05,Delivered
214,2025-10-29,"Joseph Peters",Hernandezland,"New Hampshire",Online,Bookshelf,Furniture,1,5917.00,5917.00,2025-10-31,2025-11-05,Delivered
214,2025-10-29,"Joseph Peters",Hernandezland,"New Hampshire",Online,Laptop,Electronics,3,44439.00,133317.00,2025-10-31,2025-11-05,Delivered
214,2025-10-29,"Joseph Peters",Hernandezland,"New Hampshire",Online,Desk,Furniture,5,28175.00,140875.00,2025-10-30,2025-11-06,"In Transit"
214,2025-10-29,"Joseph Peters",Hernandezland,"New Hampshire",Online,Desk,Furniture,1,4833.00,4833.00,2025-10-30,2025-11-06,"In Transit"
214,2025-10-29,"Joseph Peters",Hernandezland,"New Hampshire",Online,Monitor,Electronics,4,17786.00,71144.00,2025-10-30,2025-11-06,"In Transit"
214,2025-10-29,"Joseph Peters",Hernandezland,"New Hampshire",Online,Bookshelf,Furniture,1,5917.00,5917.00,2025-10-30,2025-11-06,"In Transit"
214,2025-10-29,"Joseph Peters",Hernandezland,"New Hampshire",Online,Laptop,Electronics,3,44439.00,133317.00,2025-10-30,2025-11-06,"In Transit"
215,2025-09-16,"Elaine Curtis","New Steven","South Carolina",Online,Jeans,Clothing,2,2876.00,5752.00,2025-09-20,2025-09-24,Delivered
215,2025-09-16,"Elaine Curtis","New Steven","South Carolina",Online,Monitor,Electronics,4,37050.00,148200.00,2025-09-20,2025-09-24,Delivered
215,2025-09-16,"Elaine Curtis","New Steven","South Carolina",Online,Printer,Electronics,3,44709.00,134127.00,2025-09-20,2025-09-24,Delivered
215,2025-09-16,"Elaine Curtis","New Steven","South Carolina",Online,Jeans,Clothing,2,2876.00,5752.00,2025-09-20,2025-09-24,Delivered
215,2025-09-16,"Elaine Curtis","New Steven","South Carolina",Online,Monitor,Electronics,4,37050.00,148200.00,2025-09-20,2025-09-24,Delivered
215,2025-09-16,"Elaine Curtis","New Steven","South Carolina",Online,Printer,Electronics,3,44709.00,134127.00,2025-09-20,2025-09-24,Delivered
216,2025-08-05,"Steven Schneider",Navarrofort,Kentucky,Online,Monitor,Electronics,4,32830.00,131320.00,2025-08-08,2025-08-11,Delivered
216,2025-08-05,"Steven Schneider",Navarrofort,Kentucky,Online,T-Shirt,Clothing,5,4013.00,20065.00,2025-08-08,2025-08-11,Delivered
216,2025-08-05,"Steven Schneider",Navarrofort,Kentucky,Online,Printer,Electronics,3,6494.00,19482.00,2025-08-08,2025-08-11,Delivered
216,2025-08-05,"Steven Schneider",Navarrofort,Kentucky,Online,Monitor,Electronics,4,32830.00,131320.00,2025-08-08,2025-08-14,Delivered
216,2025-08-05,"Steven Schneider",Navarrofort,Kentucky,Online,T-Shirt,Clothing,5,4013.00,20065.00,2025-08-08,2025-08-14,Delivered
216,2025-08-05,"Steven Schneider",Navarrofort,Kentucky,Online,Printer,Electronics,3,6494.00,19482.00,2025-08-08,2025-08-14,Delivered
217,2025-10-21,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Desk,Furniture,4,2605.00,10420.00,2025-10-23,2025-10-28,"In Transit"
217,2025-10-21,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Mouse,Electronics,1,29816.00,29816.00,2025-10-23,2025-10-28,"In Transit"
217,2025-10-21,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Calculator,Office,4,2563.00,10252.00,2025-10-23,2025-10-28,"In Transit"
217,2025-10-21,"Kimberly Simon",Luceroshire,Michigan,Wholesale,"File Folder",Office,3,2621.00,7863.00,2025-10-23,2025-10-28,"In Transit"
217,2025-10-21,"Kimberly Simon",Luceroshire,Michigan,Wholesale,Laptop,Electronics,3,31776.00,95328.00,2025-10-23,2025-10-28,"In Transit"
